company_name,business_type,address,city,phone,email,website,gmb_url,rating,review_count,years_in_business,employee_count,categories,facebook,instagram,linkedin,recent_reviews,growth_signals,tech_stack,place_id
Affinity Design & Remodeling,Bath Remodeler,,Eden Prairie,+1952-797-6543,info@adr-mn.com,https://www.adr-mn.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4914799120840732409,https://www.google.com/maps/search/?api=1&query=Affinity+Design+&+Remodeling+Eden Prairie+MN,5,2,,,Bathroom remodeler,,,,2 reviews,,,ChIJie4eUR2IdSwR8ZZ5bDi2MMY
Pro City Building & Remodeling,Bath Remodeler,"9124 Grand Ave S #102, Bloomington, MN 55420",Eden Prairie,+1612-852-5119,,http://www.procitymn.com/,https://www.google.com/maps/search/?api=1&query=Pro+City+Building+&+Remodeling+Eden Prairie+MN,4.9,17,,,Bathroom remodeler,http://www.facebook.com/procitybuildingandremodeling,http://instagram.com/procitybuilding,,17 reviews,,,ChIJH8BaeqUts1IRZ0pV-rzpfAs
"MCC Kitchen, Bath & Closet Remodeling",Bath Remodeler,"8559-A Lyndale Ave S, Bloomington, MN 55420",Eden Prairie,+1952-564-9118,,https://www.minneapoliscontractorschoice.com/,"https://www.google.com/maps/search/?api=1&query=MCC+Kitchen,+Bath+&+Closet+Remodeling+Eden Prairie+MN",4.8,39,,,Bathroom remodeler,https://www.google.com/url?q=https%3A%2F%2Fwww.facebook.com%2FMinneapolisContractorsChoice%2F&sa=D&sntz=1&usg=AOvVaw1sR12ydVrnQlV1uxTyqytd,https://www.google.com/url?q=https%3A%2F%2Fwww.instagram.com%2Fminneapoliscontractorschoice%2F&sa=D&sntz=1&usg=AOvVaw3M3oL47WNqgdX5tdvrhdPP,,39 reviews,,,ChIJ59I7zuUk9ocRCTtJ7zBb6XU
Domination Renovation LLC,Bath Remodeler,,Eden Prairie,+1612-703-9262,,http://dominationrenovation.com/?utm_source=gmb&utm_medium=referral,https://www.google.com/maps/search/?api=1&query=Domination+Renovation+LLC+Eden Prairie+MN,5,5,,,Bathroom remodeler,,,,5 reviews,,,ChIJNYCezN98FUcRF1qCpnjNjXo
Metro Remodeling MN,Bath Remodeler,"121 16th Ave N, Hopkins, MN 55343",Eden Prairie,+1952-292-7035,nick@metroremodelingmn.com,https://www.metroremodelingmn.com/,https://www.google.com/maps/search/?api=1&query=Metro+Remodeling+MN+Eden Prairie+MN,5,5,,,Contractor,,,,5 reviews,,,ChIJVVWBdIof9ocRw8wv2Kpf5hs
FBC Remodel,Bath Remodeler,"5600 Excelsior Blvd, St Louis Park, MN 55416",Eden Prairie,+1651-413-9286,,https://fbcremodel.com/,https://www.google.com/maps/search/?api=1&query=FBC+Remodel+Eden Prairie+MN,4.7,120,,,Bathroom remodeler,https://www.facebook.com/fbcremodel,https://www.instagram.com/fbcremodel/,,120 reviews,hiring,,ChIJay4HDfo3s1IR8uKRN6gAoXA
Tub Revive,Bath Remodeler,,Eden Prairie,+1612-361-9507,Info@tubrevive.net,https://tubrevive.net/,https://www.google.com/maps/search/?api=1&query=Tub+Revive+Eden Prairie+MN,5,2,,,Bathroom remodeler,,https://www.instagram.com/tubrevive_/?hl=en,,2 reviews,,,ChIJGZBCHMKiTaYR5iNvLDAMP-M
Haven Builders,Bath Remodeler,"10140 W 76th St, Eden Prairie, MN 55344",Eden Prairie,+1651-300-9711,,http://www.havenbuildersmn.com/,https://www.google.com/maps/search/?api=1&query=Haven+Builders+Eden Prairie+MN,4.7,101,,,Bathroom remodeler,https://www.facebook.com/havenbuildersmn/,https://www.instagram.com/havenbuildersmn/,,101 reviews,,,ChIJG4sM8GI1s1IRMUMcX-DqxYg
Blackwood Construction LLC,Bath Remodeler,"6244 Country Rd, Eden Prairie, MN 55346",Eden Prairie,+1612-590-6286,,,https://www.google.com/maps/search/?api=1&query=Blackwood+Construction+LLC+Eden Prairie+MN,5,2,,,Bathroom remodeler,,,,2 reviews,,,ChIJCzihYiwa9ocREuo-mMTCDAA
Satoree,Bath Remodeler,"5808 W 36th St Unit B, St Louis Park, MN 55416",Eden Prairie,+1612-823-0022,,https://satoreekb.com/,https://www.google.com/maps/search/?api=1&query=Satoree+Eden Prairie+MN,5,79,,,Bathroom supply store,,,,79 reviews,,,ChIJWVjpu34n9ocRkMs3GkdmSNo
I&S Contracting LLC.,Bath Remodeler,"810 3rd Ave E, Shakopee, MN 55379",Eden Prairie,+1612-387-2575,,,https://www.google.com/maps/search/?api=1&query=I&S+Contracting+LLC.+Eden Prairie+MN,3.4,5,,,Bathroom remodeler,,,,5 reviews,,,ChIJJ_HxHgoa9ocRLLf7dxc8MGw
Home Sweet Home Design-Built,Bath Remodeler,"Eden Prairie, MN 55347",Eden Prairie,+1952-937-1979,,,https://www.google.com/maps/search/?api=1&query=Home+Sweet+Home+Design-Built+Eden Prairie+MN,5,1,,,General contractor,,,,1 reviews,,,ChIJ_____w8i9ocR0W29Gn5PzFE
Surface Renew,Bath Remodeler,"5936 Pillsbury Ave, Minneapolis, MN 55419",Eden Prairie,+1952-260-7764,info@surfacerenew.netPRIVACY,https://surfacerenew.net/?utm_campaign=gmb,https://www.google.com/maps/search/?api=1&query=Surface+Renew+Eden Prairie+MN,4.8,272,,,Bathroom remodeler,,https://www.instagram.com/surfacerenew/?utm_source=ig_embed&utm_campaign=loading,,272 reviews,hiring,,ChIJ5RdNK6oo9ocR0oTff_Kk8A8
Maison Kitchen + Bath,Bath Remodeler,"7128 Gleason Rd, edina, Minneapolis, MN 55439",Eden Prairie,+1952-457-8580,,http://maisonshowroom.com/,https://www.google.com/maps/search/?api=1&query=Maison+Kitchen+++Bath+Eden Prairie+MN,5,2,,,Kitchen remodeler,,,,2 reviews,,,ChIJfeApTT0i9ocRuMCm2dz1oq4
Hanson Design Build Remodel,Bath Remodeler,"4210 E 34th St, Minneapolis, MN 55406",Eden Prairie,+1612-655-4961,,http://www.hansonremodeling.com/,https://www.google.com/maps/search/?api=1&query=Hanson+Design+Build+Remodel+Eden Prairie+MN,4.7,31,,,Bathroom remodeler,,,,31 reviews,,,ChIJVfCegdEys1IRev_8Wirj05o
Lakes Area Home Improvement,Bath Remodeler,"7101 Tecumseh Ln, Chanhassen, MN 55317",Eden Prairie,+1612-328-6688,,https://lakesareahis.com/,https://www.google.com/maps/search/?api=1&query=Lakes+Area+Home+Improvement+Eden Prairie+MN,3.8,10,,,Bathroom remodeler,,,,10 reviews,,,ChIJ-WTsPp0b9ocRsp6troZDKEE
Serk Homes and Remodeling LLC,Bath Remodeler,,Eden Prairie,+1612-501-3810,info@serkhomes.com,https://serkhomes.com/,https://www.google.com/maps/search/?api=1&query=Serk+Homes+and+Remodeling+LLC+Eden Prairie+MN,,,,,Bathroom remodeler,,,,,,,ChIJ1Zu-1qbhIGgRCE4lwESfoQs
Safe Step Walk-In Tub Co. of Minnesota,Bath Remodeler,"7300 Washington Ave S, Eden Prairie, MN 55344",Eden Prairie,+1800-346-6616,,https://www.safesteptub.com/,https://www.google.com/maps/search/?api=1&query=Safe+Step+Walk-In+Tub+Co.+of+Minnesota+Eden Prairie+MN,2.3,27,,,Bathroom remodeler,https://www.facebook.com/SafeStepTubsandShowers/,https://www.instagram.com/safesteptubsandshowers/,,27 reviews,hiring,,ChIJpUVl8-469ocRHrI9nqgzxCI
KD Construction & Remodel LLC,Bath Remodeler,,Eden Prairie,+1612-462-2250,,https://handymanminneapolis.com/,https://www.google.com/maps/search/?api=1&query=KD+Construction+&+Remodel+LLC+Eden Prairie+MN,4.9,145,,,Bathroom remodeler,,,,145 reviews,,,ChIJSfsYH9Qx9ocRTALRdn8QeCY
River Valley Remodelers,Bath Remodeler,"5239 Edina Industrial Blvd, Minneapolis, MN 55439",Eden Prairie,+1507-208-4118,,https://rivervalleyremodelers.com/,https://www.google.com/maps/search/?api=1&query=River+Valley+Remodelers+Eden Prairie+MN,4.6,31,,,Remodeler,https://www.facebook.com/Rivervalleyhomeremodeling,https://www.instagram.com/rivervalleyremodelers/,,31 reviews,hiring,,ChIJ4_ad9pQj9ocRf5leh5DP3cw
"Roberts' Residential Remodeling, Inc.",Bath Remodeler,"12268 Nicollet Ave, Burnsville, MN 55337",Eden Prairie,+1952-224-3680,,http://www.robertsresidentialremodeling.com/,"https://www.google.com/maps/search/?api=1&query=Roberts'+Residential+Remodeling,+Inc.+Eden Prairie+MN",4.8,37,,,Remodeler,https://www.facebook.com/robertsresidentialremodeling1,https://www.instagram.com/robertsresidentialremodeling/,,37 reviews,,,ChIJlRW1i8A79ocRWs1spRTXKBI
"Hansen Hometech, Inc.",Bath Remodeler,"7920 Kerber Blvd, Chanhassen, MN 55317",Eden Prairie,+1952-934-0854,,http://www.hansenhometech.com/,"https://www.google.com/maps/search/?api=1&query=Hansen+Hometech,+Inc.+Eden Prairie+MN",4.8,20,,,General contractor,https://www.facebook.com/people/Hansen-Hometech/61566390092157/,https://www.instagram.com/hansenhometech/,,20 reviews,,,ChIJ1R8mVZ0b9ocRXsclz_rldNo
Serda Remodeling,Bath Remodeler,"5505 123rd St W Suite 126A, Savage, MN 55378",Eden Prairie,+1952-261-8208,,http://serdaremodeling.com/,https://www.google.com/maps/search/?api=1&query=Serda+Remodeling+Eden Prairie+MN,5,28,,,General contractor,https://www.facebook.com/SerdaRemodel/,https://www.instagram.com/serdaremodeling/,,28 reviews,,,ChIJrcmoCk089ocRj9nLokG3BDA
Sylvestre Remodeling & Design,Bath Remodeler,"7708 5th Ave S, Minneapolis, MN 55423",Eden Prairie,+1612-861-0188,info@sylvestreconstruction.com,https://sylvestrehomeremodeling.com/,https://www.google.com/maps/search/?api=1&query=Sylvestre+Remodeling+&+Design+Eden Prairie+MN,5,16,,,Bathroom remodeler,https://www.facebook.com/sylvestre.remodeling/,,https://www.linkedin.com/company/sylvestre-construction/,16 reviews,,,ChIJi3OnyOol9ocR3TNC6NEPdEg
Joerin Construction,Bath Remodeler,"970 Forest Arms Ln, Mound, MN 55364",Eden Prairie,+1763-300-4692,joe@joerinconstruction.comAddress,https://www.joerinconstruction.com/,https://www.google.com/maps/search/?api=1&query=Joerin+Construction+Eden Prairie+MN,5,11,5,,Bathroom remodeler,,,,11 reviews,hiring,,ChIJY3JF94tTs1IR-A1aWiw2RSQ
BSWAN Home Remodeling,Bath Remodeler,"12004 Riverwood Dr, Burnsville, MN 55337",Eden Prairie,+1612-808-5575,,https://www.blackswanmn.com/,https://www.google.com/maps/search/?api=1&query=BSWAN+Home+Remodeling+Eden Prairie+MN,4.9,56,,,Flooring store,https://www.facebook.com/BSWAN-HOME-103370045815939,,https://www.linkedin.com/company/black-swan-mn/,56 reviews,,,ChIJm0O4IY079ocRXbg6tD6hJT0
Butkov,Bath Remodeler,,Eden Prairie,+1612-516-0263,info@butkovconstruction.comCall,https://butkovconstruction.com/,https://www.google.com/maps/search/?api=1&query=Butkov+Eden Prairie+MN,5,36,,,Bathroom remodeler,,,,36 reviews,hiring,,ChIJc2G4c3zti44RdU_Fsw6yY24
Lecy Bros. Homes & Remodeling,Bath Remodeler,"15012 MN-7, Minnetonka, MN 55345",Eden Prairie,+1952-944-9499,,http://lecybros.com/,https://www.google.com/maps/search/?api=1&query=Lecy+Bros.+Homes+&+Remodeling+Eden Prairie+MN,4.6,30,,,Home builder,https://www.facebook.com/LecyBrosHomes/,https://www.instagram.com/lecybroshomesandremodeling/,,30 reviews,,,ChIJE3zMeUUe9ocRrwJoUBJSMHw
Roelofs Remodeling & Renovation,Bath Remodeler,"4917 Beacon Hill Rd, Minnetonka, MN 55345",Eden Prairie,+1952-512-0110,andy@roelofsremodeling.com,https://roelofsremodeling.com/,https://www.google.com/maps/search/?api=1&query=Roelofs+Remodeling+&+Renovation+Eden Prairie+MN,5,4,,,Contractor,httpss://www.facebook.com/RoelofsRemodeling,,,4 reviews,,,ChIJ00KC_AIf9ocRXR7kZtLnO-A
"Titus Contracting, Inc",Bath Remodeler,"12154 Nicollet Ave, Burnsville, MN 55337",Eden Prairie,+1952-746-7817,,https://www.tituscontracting.com/,"https://www.google.com/maps/search/?api=1&query=Titus+Contracting,+Inc+Eden Prairie+MN",4.8,52,,,Bathroom remodeler,,,,52 reviews,,,ChIJZQKC-Bs99ocRHXJT4yA-mX0
Ispiri - Design & Remodel,Bath Remodeler,"5009 France Ave S, Edina, MN 55410",Eden Prairie,+1952-999-7720,,https://ispiri.com/areas/edina/?utm_source=google&utm_medium=organic&utm_campaign=gbp,https://www.google.com/maps/search/?api=1&query=Ispiri+-+Design+&+Remodel+Eden Prairie+MN,4.6,10,,,Bathroom remodeler,,,,10 reviews,,,ChIJHdBqD-kn9ocR7ykch2QaP3c
Master's Touch Painting,Painter,,Minneapolis,+1612-232-6292,,https://masterstouchpaintingmn.com/,https://www.google.com/maps/search/?api=1&query=Master's+Touch+Painting+Minneapolis+MN,5,5,,,Painter,,,,5 reviews,hiring,,ChIJGc5Pc5sys1IRndoEDaxbi4Y
Executive Painting & Pressure Washing,Painter,,Minneapolis,+1952-594-4353,zilla336699@gmail.com,https://executivepaintpressurewash.com/,https://www.google.com/maps/search/?api=1&query=Executive+Painting+&+Pressure+Washing+Minneapolis+MN,5,98,,,Painter,,,,98 reviews,,,ChIJ4SVeFgUzs1IR9shTdooDRNQ
DuraPro Painting,Painter,"740 Portland Ave, Minneapolis, MN 55415",Minneapolis,+1612-701-6552,andrew@durapropainting.com,https://www.durapropainting.com/about-us/,https://www.google.com/maps/search/?api=1&query=DuraPro+Painting+Minneapolis+MN,1,1,,,Painter,https://www.facebook.com/DuraProPainting/,https://www.instagram.com/durapropaint/,,1 reviews,,,ChIJq-9rT58ys1IRgv6pOdroCEc
Painting the Great Lakes,Painter,,Minneapolis,+1612-859-0073,,,https://www.google.com/maps/search/?api=1&query=Painting+the+Great+Lakes+Minneapolis+MN,,,,,Painter,,,,,,,ChIJw8koQWunEYMR-kGvyW4izKI
Daly Paint LLC,Painter,"Minneapolis, MN 55404",Minneapolis,+1612-388-4549,,,https://www.google.com/maps/search/?api=1&query=Daly+Paint+LLC+Minneapolis+MN,5,4,,,Painter,,,,4 reviews,,,ChIJAQAAAKkys1IRHrxNCtH6cno
"Brushed Monkey, Inc.",Painter,"2419 E 38th St, Minneapolis, MN 55406",Minneapolis,+1612-803-1356,,https://brushedmonkey.com/,"https://www.google.com/maps/search/?api=1&query=Brushed+Monkey,+Inc.+Minneapolis+MN",4.6,45,,,Painter,,,,45 reviews,,,ChIJC5mQWkAo9ocRaW4a6YncoL0
Corr Painting And Restoration,Painter,,Minneapolis,+1612-387-5878,filler@godaddy.comBookingsMy,http://www.corrpaintingandrestoration.com/,https://www.google.com/maps/search/?api=1&query=Corr+Painting+And+Restoration+Minneapolis+MN,5,44,,,Painter,,,,44 reviews,,,ChIJHV6fZ8Izs1IRSvqMemrHoD4
Classic Concepts Painting and Renovations,Painter,"2400 N 2nd St UNIT 202, Minneapolis, MN 55411",Minneapolis,+1651-354-6617,cc.classicconcepts@gmail.com,https://classicconceptspainting.com/,https://www.google.com/maps/search/?api=1&query=Classic+Concepts+Painting+and+Renovations+Minneapolis+MN,5,6,,,Painter,https://www.facebook.com/cc.classicconceptspainting,https://www.instagram.com/_classicconceptspainting/,,6 reviews,,,ChIJX4EkUFMzs1IRJXegyMBS4uI
Lume Painting,Painter,"Minneapolis, MN 55404",Minneapolis,+1612-408-6789,,http://lumepainting.com/,https://www.google.com/maps/search/?api=1&query=Lume+Painting+Minneapolis+MN,5,2,,,Painter,https://www.facebook.com/lumepainting/,http://www.instagram.com,,2 reviews,,,ChIJAQAAAKkys1IRCMrUJ7M8QWU
GPP General Pro Painters,Painter,"2223 Central Ave NE, Minneapolis, MN 55418",Minneapolis,+1612-807-0452,,https://www.bbb.org/us/mn/minneapolis/profile/painting-contractors/gpp-general-pro-painters-inc-0704-1000048348/customer-reviews,https://www.google.com/maps/search/?api=1&query=GPP+General+Pro+Painters+Minneapolis+MN,5,5,,,Painting,,,,5 reviews,,,ChIJWYnmUD4ts1IRTZ9RB9bBdW0
Rowland Paint LLC,Painter,"3556 Snelling Ave, Minneapolis, MN 55406",Minneapolis,+1952-567-3900,QuestionsContactInfo@rowlandPAint.com,https://www.rowlandpaint.com/,https://www.google.com/maps/search/?api=1&query=Rowland+Paint+LLC+Minneapolis+MN,5,15,,,Painter,,https://www.instagram.com/rowlandpaint,,15 reviews,,,ChIJ41gofVEzs1IR4l0lfwh3Ln8
Julius B Nelson & Son Inc,Painter,"962 Central Ave NE, Minneapolis, MN 55413",Minneapolis,+1612-379-3347,,https://www.jbnelson.com/,https://www.google.com/maps/search/?api=1&query=Julius+B+Nelson+&+Son+Inc+Minneapolis+MN,5,2,,,Painter,https://web.facebook.com/Julius-B-Nelson-Sons-Inc-101773565325990/?_rdc=1&_rdr,,,2 reviews,,,ChIJnROSIpwts1IRBle6Soly7uY
Perry the Painter,Painter,"2541 15th Ave S, Minneapolis, MN 55404",Minneapolis,+1612-870-1752,,http://www.perrythepainter.com/,https://www.google.com/maps/search/?api=1&query=Perry+the+Painter+Minneapolis+MN,5,1,,,Painter,,,,1 reviews,,,ChIJx7S8flMts1IRcNUA0HF0O6I
Custom One Painting,Painter,"2543 Marshall St NE, Minneapolis, MN 55418",Minneapolis,+1612-787-1040,,http://www.customonepainting.com/,https://www.google.com/maps/search/?api=1&query=Custom+One+Painting+Minneapolis+MN,4,21,,,Painter,,,,21 reviews,,,ChIJDSjamQ4ys1IRXuZ0vgS-OXg
CertaPro Painters of Twin Cities East,Painter,"2568 Rice St, St Paul, MN 55113",Minneapolis,+1612-803-2248,,https://certapro.com/twincitieseast/?utm_source=google&utm_medium=organic&utm_campaign=gmb,https://www.google.com/maps/search/?api=1&query=CertaPro+Painters+of+Twin+Cities+East+Minneapolis+MN,4.7,356,,,Painter,https://facebook.com/CertaProPaintersofTwinCitiesEast/,,,356 reviews,hiring,,ChIJ0YmMNCQos1IRfSBbBYcjR2g
360° Painting of Edina,Painter,,Minneapolis,+1612-474-2453,,https://www.360painting.com/edina/?utm_source=GMBlisting&utm_medium=organic,https://www.google.com/maps/search/?api=1&query=360°+Painting+of+Edina+Minneapolis+MN,4.9,46,,,Painter,https://www.facebook.com/edinapaint/,https://www.instagram.com/360painting/,https://www.linkedin.com/company/360-painting/,46 reviews,hiring,,ChIJQZPmc4Qm9ocR4REEovsvdmM
Pro Line Painting,Painter,"3100 N Pacific St # 206, Minneapolis, MN 55411",Minneapolis,+1612-522-0662,,,https://www.google.com/maps/search/?api=1&query=Pro+Line+Painting+Minneapolis+MN,4,4,,,Painter,,,,4 reviews,,,ChIJzU32EhIys1IR9Ion67q8cSg
NW Twin Cities Handyman,Painter,,Minneapolis,+1612-482-2680,,https://handymanservicesanoka.com/,https://www.google.com/maps/search/?api=1&query=NW+Twin+Cities+Handyman+Minneapolis+MN,4.8,24,,,Painter,,,,24 reviews,,,ChIJT6gO_5G7jycRsnEzhRUxSLs
SY Painting | Venetian Plaster Artist,Painter,,Minneapolis,+1612-363-2940,contact@sypainting.comsend,https://www.sypainting.com/,https://www.google.com/maps/search/?api=1&query=SY+Painting+|+Venetian+Plaster+Artist+Minneapolis+MN,5,5,,,Painter,,https://www.instagram.com/sypainting.minnesota/,,5 reviews,,,ChIJ_UH7Q8N_dgURLpRXBtb2KYE
Advanced Painting Services LLC,Painter,"822 Cannon Ave, Shoreview, MN 55126",Minneapolis,+1763-290-2786,,https://www.advancedpaintingmn.com/,https://www.google.com/maps/search/?api=1&query=Advanced+Painting+Services+LLC+Minneapolis+MN,4.8,59,,,Painter,,,,59 reviews,,,ChIJlUvzEsPXslIRyFZw6a2tDxg
Ben's Custom Painting,Painter,"3036 Fremont Ave S, Minneapolis, MN 55408",Minneapolis,,,,https://www.google.com/maps/search/?api=1&query=Ben's+Custom+Painting+Minneapolis+MN,4.4,13,,,Painter,,,,13 reviews,,,ChIJKZ7GcvIn9ocRYMSzgRlXVYE
The Best Painter AGJ,Painter,"3425 Cedar Ave S, Minneapolis, MN 55407",Minneapolis,+1612-396-8002,,https://thebestpainteragjllc.com/,https://www.google.com/maps/search/?api=1&query=The+Best+Painter+AGJ+Minneapolis+MN,5,14,,,Painting,,,,14 reviews,,,ChIJseSJUbUp9ocREFpkbWBEdSU
Octane Painters,Painter,"1400 S 2nd St apt a603, Minneapolis, MN 55454",Minneapolis,+1850-723-8677,,http://www.octanepainters.com/,https://www.google.com/maps/search/?api=1&query=Octane+Painters+Minneapolis+MN,5,2,,,Painting,,,,2 reviews,,,ChIJWbBb5wJFAQYRi5-Wjq1Xjdo
CR Painting Pro and Services LLC,Painter,"2934 Dupont Ave N, Minneapolis, MN 55411",Minneapolis,+1954-554-1743,,https://crpaintingproandservices.com/,https://www.google.com/maps/search/?api=1&query=CR+Painting+Pro+and+Services+LLC+Minneapolis+MN,5,4,,,Construction company,,,,4 reviews,,,ChIJR2Q5IOHlP6MR9YXpeipgFqU
Sammi's Interior Design & Paint,Painter,"35th Street, Snelling Ave, Minneapolis, MN 55406",Minneapolis,+1715-657-0311,,,https://www.google.com/maps/search/?api=1&query=Sammi's+Interior+Design+&+Paint+Minneapolis+MN,5,10,,,Painter,,,,10 reviews,,,ChIJT1Pkz88p9ocRFe2wj-f7PKo
Allens Perfect Painting LLC,Painter,"2406 Fillmore St NE #2, Minneapolis, MN 55418",Minneapolis,+1612-388-2884,allensperfectpainting@gmail.com,http://allensperfectpainting.com/,https://www.google.com/maps/search/?api=1&query=Allens+Perfect+Painting+LLC+Minneapolis+MN,5,9,,,Painter,,,,9 reviews,,,ChIJrQWT4IQts1IR7_ptPJoih-s
Mission Garage Door Repair Handyman & Painting,Painter,"1324 5th St SE, Minneapolis, MN 55414",Minneapolis,+1763-710-6027,,http://mission-painting.jany.io/,https://www.google.com/maps/search/?api=1&query=Mission+Garage+Door+Repair+Handyman+&+Painting+Minneapolis+MN,5,11,,,Contractor,,,,11 reviews,,,ChIJ6So3js8l9ocRZW5fFX2k43Q
McCabe Painting,Painter,"4152 21st Ave S, Minneapolis, MN 55407",Minneapolis,+1612-246-3390,,http://minneapolispainter.net/,https://www.google.com/maps/search/?api=1&query=McCabe+Painting+Minneapolis+MN,4.4,14,34,,Painter,https://www.facebook.com/darrenrmccabe/,,,14 reviews,,,ChIJ7x8quGgo9ocRLAB6ZXXjZU8
Prime Hues Painting LLC,Painter,"925 Payne Ave suite B2, St Paul, MN 55130",Minneapolis,+1651-212-5392,info@primehues.com,https://www.primehues.com/,https://www.google.com/maps/search/?api=1&query=Prime+Hues+Painting+LLC+Minneapolis+MN,5,26,,,Painting,https://facebook.com/PrimeHuesPaintingLLC/,https://instagram.com/primehuespainting/,,26 reviews,,,ChIJV--cJJN9KooR8zxnhR9dyKg
Northrup Remodeling,Bath Remodeler,,Minneapolis,,,,https://www.google.com/maps/search/?api=1&query=Northrup+Remodeling+Minneapolis+MN,5,12,,,,,,,12 reviews,,,Northrup Remodeling
Four Seasons Handymen,Bath Remodeler,"365 Nicollet Mall Ste 2009, Minneapolis, MN 55401",Minneapolis,+1612-991-9667,,,https://www.google.com/maps/search/?api=1&query=Four+Seasons+Handymen+Minneapolis+MN,5,1,,,Bathroom remodeler,,,,1 reviews,,,ChIJF4F54Zht3EsRtrjItUXVCsk
Laghmich,Bath Remodeler,"36s S 9th St APT 1105, Minneapolis, MN 55402",Minneapolis,+1612-234-5007,,http://laghmich.com/,https://www.google.com/maps/search/?api=1&query=Laghmich+Minneapolis+MN,5,19,,,Bathroom remodeler,,,,19 reviews,,,ChIJy3s6vfqe12gRRuQ2XL9DjK4
Twin Cities Building and Remodeling,Bath Remodeler,"275 Market St # 54, Minneapolis, MN 55405",Minneapolis,+1612-366-1515,,http://tcbrmn.com/,https://www.google.com/maps/search/?api=1&query=Twin+Cities+Building+and+Remodeling+Minneapolis+MN,4.8,28,,,Bathroom remodeler,,,,28 reviews,,,ChIJgzuP2Dczs1IRksOZzEAA8Mc
Red Fox Remodeling,Bath Remodeler,"1153 16th Ave SE Suite 102, Minneapolis, MN 55414",Minneapolis,+1612-208-2794,info@redfoxremodeling.com,http://www.redfoxremodeling.com/,https://www.google.com/maps/search/?api=1&query=Red+Fox+Remodeling+Minneapolis+MN,5,19,,,Remodeler,,,,19 reviews,,,ChIJ8THI6P5EVUARXxvAQb0rAKE
One Stop Kitchen Plus Bath,Bath Remodeler,"2205 E Hennepin Ave, Minneapolis, MN 55413",Minneapolis,+1763-349-3656,,https://www.onestopmn.com/,https://www.google.com/maps/search/?api=1&query=One+Stop+Kitchen+Plus+Bath+Minneapolis+MN,5,6,,,Kitchen remodeler,,https://www.instagram.com/onestopcabinetryandclosets,,6 reviews,,,ChIJFS7Rm_Uts1IR2UJXasFZ3Fw
K and H Painting and Remodeling,Bath Remodeler,"400 N 1st St Suite 501, Minneapolis, MN 55401",Minneapolis,+1651-332-9989,,,https://www.google.com/maps/search/?api=1&query=K+and+H+Painting+and+Remodeling+Minneapolis+MN,,,,,Bathroom remodeler,,,,,,,ChIJZe4zOYYys1IRLKnnrg4upaE
"Sletten Interior Solutions, LLC",Bath Remodeler,"749 Aurora Ave, St Paul, MN 55104",Minneapolis,+1651-206-1378,,https://www.sletteninteriorsolutions.com/,"https://www.google.com/maps/search/?api=1&query=Sletten+Interior+Solutions,+LLC+Minneapolis+MN",4.5,37,,,Bathroom remodeler,https://facebook.com/SlettenInteriorSolutions,https://instagram.com/sletten_interior_solutions/,,37 reviews,,,ChIJTVGRM4Iq9ocR_hGc2iE-xYw
RER Remodeling,Bath Remodeler,,Minneapolis,+1612-239-6308,,http://www.rerremodeling.com/,https://www.google.com/maps/search/?api=1&query=RER+Remodeling+Minneapolis+MN,5,12,,,Bathroom remodeler,https://facebook.com/RER-Remodeling-100094378163288,,,12 reviews,,,ChIJy2ltPhttyaYRHB04z2vkXD4
White Crane Design:Build,Bath Remodeler,"1936 Lyndale Ave S Suite 150, Minneapolis, MN 55403",Minneapolis,+1612-827-3800,hello@whitecraneconstruction.com,http://www.whitecraneconstruction.com/,https://www.google.com/maps/search/?api=1&query=White+Crane+Design:Build+Minneapolis+MN,4.5,10,23,,Remodeler,https://www.facebook.com/whitecraneconstruction/,https://www.instagram.com/whitecraneremodeling/,,10 reviews,,,ChIJcRogNfEo9ocRdN5pXbmMwbw
Bathtubs Minneapolis,Bath Remodeler,"211 N 1st St, Minneapolis, MN 55401",Minneapolis,+1612-332-9094,,,https://www.google.com/maps/search/?api=1&query=Bathtubs+Minneapolis+Minneapolis+MN,,,,,Bathroom remodeler,,,,,,,ChIJLzFmLIQys1IRKBbdjat4kYk
Rehabbers Choice,Bath Remodeler,"3208 Edgemere Ave, Minneapolis, MN 55418",Minneapolis,+1763-350-7550,pagerehabberschoice@live.com,http://rehabberschoice.com/,https://www.google.com/maps/search/?api=1&query=Rehabbers+Choice+Minneapolis+MN,5,3,,,Bathroom remodeler,https://www.facebook.com/rehabberschoicellc,,,3 reviews,,wix,ChIJpX_CcJsus1IRfsJnulYCi14
"St. Croix Kitchen & Bath, Inc.",Bath Remodeler,"855 Village Center Dr # 356, North Oaks, MN 55127",Minneapolis,+1888-544-2284,,https://www.stcroixmn.com/,"https://www.google.com/maps/search/?api=1&query=St.+Croix+Kitchen+&+Bath,+Inc.+Minneapolis+MN",4.3,33,,,Bathroom remodeler,https://www.facebook.com/stcroixmn/,https://www.instagram.com/st.croix.mn/,,33 reviews,,,ChIJJ8DUYyop9ocR3doaiVDqQzI
